	Column	B_CD5	B_Memory	B_Naive	CD4_Central_Memory	CD4_Effector_Memory	CD4_Naive	CD4_Th1	CD4_Th17	CD4_Th2	CD4_Treg	CD8_Central_Memory	CD8_Effector	CD8_Naive	P-value	Pearson Correlation	RMSE	cohort	metric	processing	data_col	cohort_sample_id	incut_sample_id	cutname
36	36	0.0	0.0	0.15555507920645453	0.0	0.0	0.05405407428845858	0.2731389536529144	0.0	0.0137115000977545	0.15094649012857322	0.0	0.2533152341475886	0.09927866847825607	0.0	0.8229210224192822	0.6957932180955196	tcgakirc	counts	corrected	counts_corrected	37	37	cut1
37	37	0.003708399189973217	0.0	0.0	0.005817134139077297	0.0	0.0	0.15451959793509407	0.0	0.025083604101843543	0.2287969023961951	0.08428030232019662	0.2243863050402989	0.2734077548773213	0.0	0.7469092813451833	0.7710245978095038	tcgakirc	counts	corrected	counts_corrected	38	38	cut1
38	38	0.06097542341879938	0.02910470748666085	0.0988451771896527	0.19575573513182845	0.02024336696022833	0.0	0.24936902594982396	0.0	0.0	0.2274289339218065	0.0321208556527036	0.05456638417781305	0.031590390110683285	0.0	0.8402922332158892	0.6802808709215751	tcgakirc	counts	corrected	counts_corrected	39	39	cut1
39	39	0.012037656595170705	0.0	0.0	0.0	0.0	0.0	0.5183583515978135	0.0	0.048404573770230025	0.22464340134879685	0.1965560166879889	0.0	0.0	0.0	0.7033222400312223	0.8215147450611076	tcgakirc	counts	corrected	counts_corrected	40	1	cut2
40	40	0.0571755314050337	0.004270177342993911	0.0	0.0737160137643653	0.0	0.055565665195774265	0.4312243194200989	0.0	0.09365047527616016	0.10163264919711144	0.1827651683984623	0.0	0.0	0.02	0.4056929117027717	0.9200804084749032	tcgakirc	counts	corrected	counts_corrected	41	2	cut2
41	41	0.0681109983074043	0.010967620973409177	0.0	0.19813374930319405	0.2400334300341685	0.2207075856378359	0.14484775988018062	0.0	0.03975891575567956	0.04677605293046334	0.030663887177664606	0.0	0.0	0.0	0.5802530006909642	0.8489001704061353	tcgakirc	counts	corrected	counts_corrected	42	3	cut2
42	42	0.004305138925093389	0.003193679803370349	0.0	0.0	0.02575514522955933	0.0	0.4543117990774793	0.0	0.12171722140032898	0.21988009858489546	0.01850311578763317	0.011673062497378395	0.14066073869426166	0.0	0.7897120977360969	0.7942572684708656	tcgakirc	counts	corrected	counts_corrected	43	4	cut2
43	43	0.14209577948708332	0.007366612430254214	0.0	0.3933666295185521	0.06506442384442722	0.15497841100433973	0.1041055229157722	0.0	0.058512882797545775	0.0	0.07450973800202547	0.0	0.0	0.0	0.7038672392144659	0.7783780201102034	tcgakirc	counts	corrected	counts_corrected	44	5	cut2
44	44	0.0	0.17711535433029105	0.2831283991385074	0.2093700148577816	0.0	0.0	0.1275142003904395	0.0	0.0	0.07148630812062794	0.0541159420158096	0.045011289795506365	0.03225849135103661	0.0	0.9167547737493832	0.4108783695698565	tcgakirc	counts	corrected	counts_corrected	45	6	cut2
45	45	0.06898556599191337	0.009124400560251078	0.0	0.04594917017966789	0.0	0.0	0.4516632452653034	0.0	0.13299884431641562	0.15169924705465895	0.0	0.0	0.13957952663178969	0.0	0.603859054895322	0.8530513289747277	tcgakirc	counts	corrected	counts_corrected	46	7	cut2
46	46	0.0	0.17983531787072904	0.3378965444888204	0.09220390643107718	0.05987225349150629	0.0	0.0	0.14892087999369738	0.0	0.07318415048200984	0.0	0.020333826536747424	0.08775312070541255	0.0	0.926143839892678	0.3943616115796855	tcgakirc	counts	corrected	counts_corrected	47	8	cut2
47	47	0.08610146399251696	0.04294438144810672	0.0	0.05608585388312255	0.28140541151928034	0.0	0.32275423277472937	0.0	0.11088556519390334	0.0	0.0	0.0	0.09982309118834076	0.01	0.46625381270440797	0.8906294776479097	tcgakirc	counts	corrected	counts_corrected	48	9	cut2
48	48	0.03777960219767594	0.0170498275157924	0.0	0.06589501991766541	0.11125555447817123	0.3710583328294996	0.14242603859340927	0.06683835747345794	0.1528533979262409	0.0	0.03484386906808731	0.0	0.0	0.0	0.7049779897263218	0.7934224951530366	tcgakirc	counts	corrected	counts_corrected	49	10	cut2
49	49	0.09093850435231404	0.06243756524260636	0.0	0.3881239931133087	0.06477418835246901	0.19002958388463026	0.06992061329092729	0.0	0.0661564891313249	0.018102316932500445	0.049516745699919006	0.0	0.0	0.0	0.5834284035481566	0.8335081820188579	tcgakirc	counts	corrected	counts_corrected	50	11	cut2
50	50	0.05515270882375645	0.014245434147925187	0.0	0.0	0.0	0.0	0.3619028850153845	0.0004146477069839638	0.15038840385530938	0.09391537933981232	0.0	0.04009324651677156	0.2838872945940566	0.5	0.032742530970922244	1.0333308502020746	tcgakirc	counts	corrected	counts_corrected	51	12	cut2
51	51	0.06340720659359013	0.04806211527465591	0.0	0.07241833706065752	0.4036412542537324	0.11814978397260265	0.20545289375607195	0.0	0.0	0.08886840908868941	0.0	0.0	0.0	0.0	0.7599847544753561	0.7639843414959103	tcgakirc	counts	corrected	counts_corrected	52	13	cut2
52	52	0.0	0.0460296978106077	0.2306732060296209	0.0	0.33400292964801925	0.19349807457796114	0.04751268890461157	0.06444911945410722	0.07355666141573969	0.01027762215933255	0.0	0.0	0.0	0.0	0.6340015472299289	0.7733385318498617	tcgakirc	counts	corrected	counts_corrected	53	14	cut2
53	53	0.11826064423545335	0.1139867379402285	0.013554536628805828	0.0	0.1711144583000466	0.10328195210609413	0.0	0.10130324811541727	0.05976725859409865	0.16668020373608966	0.0	0.07950247702835753	0.07254848331540847	0.0	0.706146940023816	0.7371025314530333	tcgakirc	counts	corrected	counts_corrected	54	15	cut2
54	54	0.0	0.0869978967758709	0.4320709826721231	0.0672082886011134	0.08705877066932627	0.0	0.0819717875674836	0.0	0.0	0.08857581115473467	0.0	0.077796795290287	0.07831966726906099	0.0	0.9355698899703498	0.3707262110860934	tcgakirc	counts	corrected	counts_corrected	55	16	cut2
55	55	0.13680748372646775	0.08330680221759552	0.0	0.0	0.06475720869935828	0.029681984243605432	0.0	0.1848498173853019	0.20136517715760086	0.07333737364152662	0.0	0.13435687626149692	0.0915372766670468	0.0	0.5920403173240625	0.8157461591117113	tcgakirc	counts	corrected	counts_corrected	56	17	cut2
56	56	0.06515762234542605	0.06011566883470652	0.12476929371591668	0.0	0.0	0.0	0.0	0.19120087936040991	0.17083734322547578	0.12681435388054915	0.0	0.17834285720353493	0.08276198143398092	0.0	0.8377238324419418	0.6356501996590174	tcgakirc	counts	corrected	counts_corrected	57	18	cut2
57	57	0.093920092192869	0.0294757088463463	0.0	0.06849767752567737	0.10326234612632612	0.0	0.4954798898985512	0.0	0.1057698258812815	0.004784459963474239	0.05512699768537873	0.0	0.04368300188009543	0.0	0.5882616915122035	0.8450183434519816	tcgakirc	counts	corrected	counts_corrected	58	19	cut2
58	58	0.07369543381423471	0.031372995531449024	0.0	0.07357263072221296	0.1417307816156032	0.13191090478942233	0.3302743497908257	0.0	0.09373900213156697	0.06385760739707178	0.040104738382399314	0.0	0.019741555825214103	0.0	0.8064799888512526	0.7546846355424114	tcgakirc	counts	corrected	counts_corrected	59	20	cut2
59	59	0.0	0.006760549785067058	0.063756193666616	0.041319473324175474	0.09983152671102603	0.2611922807654737	0.28368586001315155	0.0	0.002417810492231256	0.07523869921977162	0.0	0.16579760602248725	0.0	0.0	0.8396030720681473	0.7292289441764058	tcgakirc	counts	corrected	counts_corrected	60	21	cut2
60	60	0.05045243730267998	0.009973926536905374	0.0	0.0	0.0	0.0	0.4764324013340062	0.052887879724188534	0.2982149350422846	0.035439820177245215	0.07659859988269012	0.0	0.0	0.12	0.1739728201931552	0.992496350826884	tcgakirc	counts	corrected	counts_corrected	61	22	cut2
61	61	0.0	0.0	0.3526864078554293	0.24409552975883306	0.0	0.0	0.1656901997963979	0.0	0.0	0.09990534201727966	0.0	0.128605702856529	0.009016817715531159	0.0	0.9314575262588984	0.42790829545842496	tcgakirc	counts	corrected	counts_corrected	62	23	cut2
62	62	0.14210751668539218	0.11127280781078737	0.0	0.11255085906994444	0.0	0.014874404995212934	0.0	0.06359425043648168	0.0	0.1644381660541526	0.0	0.24772880019004254	0.14343319475798622	0.0	0.8226855471236335	0.6470410573798573	tcgakirc	counts	corrected	counts_corrected	63	24	cut2
63	63	0.04601027858993959	0.012186987007816695	0.0	0.0	0.13835840314143255	0.09374464877578996	0.35185431834834136	0.036028723339319974	0.09437021038323386	0.1447913816121389	0.0	0.0	0.08265504880198715	0.0	0.6157028658644892	0.8460172845433516	tcgakirc	counts	corrected	counts_corrected	64	25	cut2
64	64	0.013414124789423464	0.0040858306344658075	0.0	0.09614539452958036	0.2741297433024445	0.2543225170086929	0.18199512339980445	0.0	0.10879560455873333	0.0	0.0	0.0	0.06711166177685525	0.0	0.5515877326908692	0.8638258264608251	tcgakirc	counts	corrected	counts_corrected	65	26	cut2
65	65	0.0200559428299996	0.01087764045625211	0.0	0.2402023982683185	0.3353727145170966	0.2368165628279003	0.11420935923761792	0.0	0.002577673772039125	0.0	0.0	0.03988770809077579	0.0	0.0	0.6653603088414578	0.8138573141798703	tcgakirc	counts	corrected	counts_corrected	66	27	cut2
66	66	0.08719287315766247	0.027188249193465974	0.0	0.0	0.1315193447311755	0.08736266568557148	0.2824061303134752	0.1285131980028591	0.18007190682427596	0.0	0.07574563209151422	0.0	0.0	0.0	0.688329336600845	0.803137562805452	tcgakirc	counts	corrected	counts_corrected	67	28	cut2
67	67	0.0	0.02563964353931686	0.06602092279105766	0.18660877191771774	0.22009166388328036	0.33245829790194353	0.15014415038400386	0.0	0.01516647800632052	0.0	0.003870071576359556	0.0	0.0	0.0	0.7282123026648758	0.7729618108345466	tcgakirc	counts	corrected	counts_corrected	68	29	cut2
68	68	0.15122716902848649	0.07014436511116609	0.0	0.0	0.21539238200243055	0.08290100984112482	0.2250481378763671	0.0	0.15310246453744145	0.01535085152619131	0.08683362007679213	0.0	0.0	0.0	0.5388181935919126	0.8441894348115151	tcgakirc	counts	corrected	counts_corrected	69	30	cut2
69	69	0.08401544065487791	0.021207370047581973	0.0	0.1975060337267058	0.0	0.2767972042619023	0.2039080156369696	0.0	0.08525003998371186	0.0	0.0	0.09831428763866908	0.033001608049581514	0.0	0.6056574186917506	0.8325451013035958	tcgakirc	counts	corrected	counts_corrected	70	31	cut2
70	70	0.0	0.11641900606882127	0.0	0.0	0.04702315729722837	0.0	0.34216227137857896	0.0218150505154392	0.3387151936708377	0.06942347836103116	0.008036957000022743	0.0	0.056404885708040475	0.0	0.6754274411824546	0.8045113660170573	tcgakirc	counts	corrected	counts_corrected	71	32	cut2
71	71	0.04799510211150281	0.032393224969479155	0.0	0.0	0.03965869458357204	0.0	0.3960102979353076	0.014206253284829062	0.1843088763737178	0.24076991873237746	0.04465763200921415	0.0	0.0	0.08	0.22404585340044808	0.9771809175484722	tcgakirc	counts	corrected	counts_corrected	72	33	cut2
72	72	0.04457278984166554	0.01483538814702843	0.0	0.0	0.05822247934608221	0.12413128975881972	0.20975179864301566	0.16751635944780854	0.3246637576095576	0.0	0.0	0.0	0.0563061372060223	0.01	0.477675108766009	0.8942636463937088	tcgakirc	counts	corrected	counts_corrected	73	34	cut2
73	73	0.13745843526826454	0.05473043325582029	0.0	0.0	0.0	0.0	0.5211376775445481	0.0	0.0764063772992769	0.09898076322522023	0.05085445216508399	0.007287114336405959	0.05314474690537989	0.0	0.6001609030152631	0.8198480296964944	tcgakirc	counts	corrected	counts_corrected	74	35	cut2
74	74	0.06317036042795134	0.01883852835751175	0.0	0.0	0.06330529360955581	0.128926933528972	0.21002264159443326	0.13832790332576564	0.27922461884153915	0.03969832332667398	0.0	0.002163235029366256	0.05632216195823081	0.0	0.5015061706288454	0.8837158592054855	tcgakirc	counts	corrected	counts_corrected	75	36	cut2
75	75	0.032374365177847274	0.04969542576643689	0.0	0.05080046420312072	0.2885142366509122	0.12547686882400247	0.2869633589275736	0.0	0.0	0.0864180165136735	0.0	0.0	0.07975726393643341	0.0	0.6982489179596688	0.8019831243229899	tcgakirc	counts	corrected	counts_corrected	76	37	cut2
76	76	0.009304413144191118	0.0018643092124821727	0.0	0.0	0.15699272364683828	0.07552707761851428	0.24264167259776084	0.1656313815121826	0.28637861754148497	0.013849766608210216	0.0	0.0	0.04781003811833555	0.0	0.5229378689102259	0.8817788643421237	tcgakirc	counts	corrected	counts_corrected	77	38	cut2
77	77	0.05693016408955836	0.014416179932831875	0.0	0.0	0.20243621359782885	0.2447182104435425	0.21310857021636007	0.05416411765975443	0.2135627074766188	0.0006638365835051518	0.0	0.0	0.0	0.0	0.7217956761011086	0.7940184345730243	tcgakirc	counts	corrected	counts_corrected	78	39	cut2
78	78	0.12330783263596255	0.018683427380636428	0.0	0.0	0.041959993189351535	0.0	0.5425594335182732	0.0042663169181329785	0.08370215451227714	0.11303886589604455	0.07248197594932161	0.0	0.0	0.0	0.5660625205085709	0.8485523475555314	tcgakirc	counts	corrected	counts_corrected	79	40	cut2
0	0	0.0	0.000467272541500122	0.017049207539324776	0.0	0.12341071636346344	0.1600721822052224	0.13684883469301734	0.019047349374714504	0.1333351280824282	0.16549105077453868	0.0	0.08121308604740712	0.16306517237838333	0.0	0.6662305658156726	0.9412843375783662	tcgakirc	tpm	corrected	tpm_corrected	1	1	cut1
1	1	0.0	0.26828180071979857	0.16705431575431287	0.12713459511669142	0.09724853751256617	0.1280848639785349	0.05633496336220387	0.020297941905085097	0.12898325830737953	0.0	0.0	0.0	0.0065797233434275355	0.0	0.914713659476064	0.5331539916288789	tcgakirc	tpm	corrected	tpm_corrected	2	2	cut1
2	2	0.05404950541449554	0.1058130173694596	0.09026917523929154	0.0	0.18550325837150386	0.04311879312512023	0.12126844086937205	0.06653793453531141	0.09391377175108548	0.04457024269649185	0.0	0.06323661166120262	0.13171924896666576	0.0	0.9718651917762532	0.5971005128720734	tcgakirc	tpm	corrected	tpm_corrected	3	3	cut1
3	3	0.01167467503143873	0.00844224142896254	0.0	0.056366936926152474	0.06899016891872332	0.3182228073002524	0.1270198093205711	0.011896008767042577	0.13843655080351255	0.11813485543757553	0.0	0.0	0.14081594606576875	0.0	0.7857489063029632	0.9294032808788694	tcgakirc	tpm	corrected	tpm_corrected	4	4	cut1
4	4	0.0	0.3308166942314378	0.20387263639841613	0.0	0.010181036512355	0.10845732963611407	0.022271146398812232	0.0	0.0	0.19283332252547647	0.0	0.0	0.13156783429738825	0.0	0.939556579681366	0.4272243203702449	tcgakirc	tpm	corrected	tpm_corrected	5	5	cut1
5	5	0.0	0.011438704243033514	0.0	0.00864305375953568	0.12207238305426607	0.2394344161458749	0.10927316811149512	0.025468039077107464	0.10676618456267567	0.010657345765865665	0.03720875457177021	0.07329893478301548	0.25573901592536025	0.0	0.8947318910738785	0.9205843219712304	tcgakirc	tpm	corrected	tpm_corrected	6	6	cut1
6	6	0.0	0.09189980273432148	0.2487487547570912	0.1524473379513331	0.13405986864423758	0.012967025444493251	0.05867720169317268	0.029916561024418017	0.08500053094353961	0.07941783846290668	0.08905564102897834	0.01780943731550811	0.0	0.0	0.9553412958025164	0.40892736297977145	tcgakirc	tpm	corrected	tpm_corrected	7	7	cut1
7	7	0.0859275558335773	0.023982926593148463	0.0	0.09559075387106722	0.0	0.4515687259327621	0.09421632109410127	0.0263226769584898	0.09638153818280012	0.002371334316089563	0.0	0.0	0.12363816721796415	0.02	0.4093277322860571	0.9219363304472848	tcgakirc	tpm	corrected	tpm_corrected	8	8	cut1
8	8	0.005886914916867379	0.06559137209789807	0.0	0.0	0.03865467928159317	0.027992684441408417	0.19693337563823848	0.038363013090537315	0.2713333217672532	0.2280169926685769	0.02479877026556538	0.0	0.10242887583206177	0.15	0.20643413484063275	0.9832111311134342	tcgakirc	tpm	corrected	tpm_corrected	9	9	cut1
9	9	0.09376149891844686	0.11084874333303064	0.06866175297255434	0.0	0.16323311247195704	0.13174132222384774	0.11212570931353992	0.02789502795947093	0.11199185285430162	0.0	0.0	0.017398535288824072	0.16234244466402678	0.0	0.948619714995886	0.5724095498468311	tcgakirc	tpm	corrected	tpm_corrected	10	10	cut1
10	10	0.0	0.028425010913994582	0.030259729896121582	0.0	0.06321473866770744	0.07400610599786021	0.04049037566960308	0.0	0.03961251749119448	0.07680864227761013	0.1867304868857075	0.18493906171543475	0.2755133304847663	0.0	0.77592577672407	0.8985077643003592	tcgakirc	tpm	corrected	tpm_corrected	11	11	cut1
11	11	0.0267523609343718	0.3074840329446003	0.13444259061787914	0.1557646083052882	0.06633407132151863	0.0	0.0	0.199373003140959	0.0	0.054143449111187764	0.047488334712960725	0.00821754891123442	0.0	0.0	0.9369423643868195	0.5076944282420063	tcgakirc	tpm	corrected	tpm_corrected	12	12	cut1
12	12	0.016332667462056902	0.04180970367412109	0.0	0.06398520825235061	0.0	0.2220031733921901	0.10742925426809297	0.052156538596431636	0.13379265564846513	0.09001266337098622	0.0	0.023963768264465043	0.2485143670708403	0.0	0.5909040651556771	0.9385464992628788	tcgakirc	tpm	corrected	tpm_corrected	13	13	cut1
13	13	0.0	0.20193376950089392	0.17967570878003522	0.03509760248777405	0.022565344970853992	0.05462516548573715	0.11325268919483902	0.07461788479264783	0.057286938397185135	0.1482159165694049	0.05259973226145777	0.01484109949973994	0.045288148059431016	0.0	0.7301892435620561	0.7016836585522599	tcgakirc	tpm	corrected	tpm_corrected	14	14	cut1
14	14	0.0	0.08460858425620109	0.1393661024888665	0.18927697113174544	0.07918913842334928	0.05033571382891816	0.12811984858876374	0.06407670835473997	0.13446393946398638	0.08498729427308159	0.03773834672607312	0.00783735246427473	0.0	0.0	0.984088593794095	0.6086859668514234	tcgakirc	tpm	corrected	tpm_corrected	15	15	cut1
15	15	0.2380752625362083	0.12184737923891875	0.016299716939028694	0.062264935278050576	0.16384496542556198	0.003359136276665377	0.010319847876877177	0.10751204364356744	0.013464773781103945	0.201321077469432	0.0	0.005888137927811703	0.05580272360677403	0.0	0.99523409798274	0.31740335868955777	tcgakirc	tpm	corrected	tpm_corrected	16	16	cut1
16	16	0.0	0.0	0.017250125350692144	0.0681466115169573	0.04988360490092141	0.3405919216214134	0.0982192245779034	0.04519909880266365	0.09473290982914476	0.14351675517323498	0.0	0.0	0.14245974822706894	0.01	0.4944106621566464	0.953189961579864	tcgakirc	tpm	corrected	tpm_corrected	17	17	cut1
17	17	0.015300669270652609	0.031789567628758675	0.0	0.11531664439172	0.15630831238422374	0.16772001088474006	0.1291941298135332	0.12758164064366845	0.08647420163400316	0.06785199200129458	0.02557290903465855	0.05615415806731427	0.0207357642454326	0.0	0.7192466924186158	0.9375881471708352	tcgakirc	tpm	corrected	tpm_corrected	18	18	cut1
18	18	0.0	0.0	0.002140269219346328	0.0	0.13647837971370666	0.2228862890033955	0.14590650370101765	0.012222989994915329	0.16121498163830852	0.11406501025152348	0.0	0.04372297083370486	0.16136260564408175	0.0	0.7904755363964167	0.9399705709082856	tcgakirc	tpm	corrected	tpm_corrected	19	19	cut1
19	19	0.029040272546160917	0.04174846451887967	0.0	0.03789416697985624	0.020103388784511008	0.13533764327773706	0.10875987265349307	0.1510001888225681	0.09135366436117913	0.23113052362797615	0.0	0.0	0.15363181442763865	0.05	0.31719256347684954	0.9655350894932614	tcgakirc	tpm	corrected	tpm_corrected	20	20	cut1
20	20	0.0	0.0014861599495148892	0.01277049670031638	0.0	0.035799717379744016	0.32197113216261125	0.18041464922118	0.04313624871612905	0.14348872103068944	0.10957060506463473	0.0	0.0	0.15136226977518022	0.13	0.23419294519010714	0.9799468430125016	tcgakirc	tpm	corrected	tpm_corrected	21	21	cut1
21	21	0.0	0.06651562338548091	0.1474422580361005	0.0	0.027739873761598227	0.11712395430977487	0.14778556815871394	0.09292331838540288	0.12269994698796302	0.16394382917142733	0.0	0.0	0.11382562780353846	0.0	0.6297103575933418	0.8028761913881817	tcgakirc	tpm	corrected	tpm_corrected	22	22	cut1
22	22	0.00031278236596816165	0.0	0.004582522316409299	0.0	0.0	0.23520390140563105	0.16365862939395998	0.0	0.1666322130055624	0.1542235469599448	0.0	0.0	0.27538640455252433	0.25	0.12649642888980175	0.9898894120775008	tcgakirc	tpm	corrected	tpm_corrected	23	23	cut1
23	23	0.0	0.1448139815452323	0.17169935124518287	0.07718913326229278	0.0666600816129792	0.0	0.1221723845002255	0.1740666742455531	0.05292468078774418	0.1624001578721294	0.009898257986576628	0.018175296942084012	0.0	0.0	0.9811561756523851	0.5099112607889806	tcgakirc	tpm	corrected	tpm_corrected	24	24	cut1
24	24	0.0013030841361662802	0.0031584919996041965	0.0	0.0	0.028989183293977244	0.1730087435924911	0.15469877478496766	0.09465319698198683	0.19087249516617036	0.17702817570669302	0.0	0.0	0.17628785433794342	0.01	0.499497226562839	0.9659734236116301	tcgakirc	tpm	corrected	tpm_corrected	25	25	cut1
25	25	0.0	0.1100573245911158	0.041546783611390886	0.11311203213786054	0.02801454770381653	0.0	0.1583776287481848	0.15156964724858338	0.147554024497164	0.1863026989516781	0.06346531251020593	0.0	0.0	0.0	0.5767772215071818	0.9061800203351876	tcgakirc	tpm	corrected	tpm_corrected	26	26	cut1
26	26	0.0	0.0026075449657734146	0.0005696429686783384	0.07457550644922536	0.13972817798020826	0.2437890891778119	0.10371033151956206	0.07034238876311172	0.11435862546619872	0.022054308198448388	0.0	0.09936872158110883	0.12889566292987306	0.01	0.5450962621990739	0.9578443155929188	tcgakirc	tpm	corrected	tpm_corrected	27	27	cut1
27	27	0.0	0.13584876628287618	0.11871251961173974	0.04169384653296992	0.15035532384830824	0.1949480631400439	0.06187404828506792	0.042480619496939064	0.08213041843489087	0.03314730708728697	0.0	0.03846193241388689	0.10034715486599027	0.0	0.9143145485320208	0.6690769211022691	tcgakirc	tpm	corrected	tpm_corrected	28	28	cut1
28	28	0.030198308093548468	0.02830656802166468	0.0	0.037849985271534194	0.0743153257858902	0.0	0.047720672410025394	0.0	0.03823180596422527	0.10607085724608384	0.195548595194108	0.3059539748174185	0.13580390719550148	0.01	0.4989668972207709	0.938284055650496	tcgakirc	tpm	corrected	tpm_corrected	29	29	cut1
29	29	0.0	0.0672990112531057	0.15257764670279667	0.0	0.1599574510779148	0.05116520060527716	0.13042878410947814	0.15531313620981071	0.15937234022191465	0.046465973993085725	0.0	0.002321717744093012	0.07509873808252336	0.0	0.9063033410840816	0.6391103073521537	tcgakirc	tpm	corrected	tpm_corrected	30	30	cut1
30	30	0.0	0.0	0.011980826322362744	0.04683266167917023	0.0	0.20144796861620615	0.1385019537649971	0.034324702278093616	0.1003034107932571	0.22066522057987048	0.05436729413533169	0.002140368292619071	0.18943559353809172	0.01	0.5290253437867388	0.9566023753879224	tcgakirc	tpm	corrected	tpm_corrected	31	31	cut1
31	31	0.0	0.3186435622732256	0.10544725761694224	0.1106138481274808	0.058546443028577325	0.01913168103643869	0.0922759670729337	0.12244840583158258	0.13532407808359415	0.0	0.02493257438603497	0.012636182543189902	0.0	0.0	0.9617944138922724	0.5826297574381739	tcgakirc	tpm	corrected	tpm_corrected	32	32	cut1
32	32	0.008350648198151595	0.02556211048756109	0.0	0.04057307870207759	0.08815820548169151	0.3128248958490939	0.10168219987180484	0.06091072573786621	0.09368596149445743	0.0893500429612205	0.0	0.011295107354366766	0.16760702386170864	0.0	0.6721317778944096	0.9385724479394988	tcgakirc	tpm	corrected	tpm_corrected	33	33	cut1
33	33	0.2987905216987314	0.2720208373822384	0.0	0.14061946094684347	0.13118180919995776	0.08859749839413965	0.0	0.004916441890318915	0.03560477298254352	0.0	0.0019066179197390716	0.026362039585487915	0.0	0.0	0.9586836266530816	0.3035395746316098	tcgakirc	tpm	corrected	tpm_corrected	34	34	cut1
34	34	0.037380371848463725	0.0066373435289679115	0.0	0.02710289190371948	0.10199814323275133	0.0	0.047411361104733214	0.0	0.036157853054899484	0.07709699479956754	0.2568245822898605	0.2580776551302845	0.1513128031067523	0.04	0.334756038674107	0.9595353726383112	tcgakirc	tpm	corrected	tpm_corrected	35	35	cut1
35	35	0.013433540078824007	0.06880393888851882	0.0	0.08587530499979593	0.08616730182368729	0.3084666508883239	0.10405350705207976	0.057193624957379965	0.09147336830038776	0.013919271333808674	0.0	0.046532703099678135	0.12408078857751564	0.01	0.5555625918842292	0.9394671301058152	tcgakirc	tpm	corrected	tpm_corrected	36	36	cut1
36	36	0.0	0.04929521749912022	0.1367736101764488	0.08487583525397324	0.13543025207443282	0.00024941735087898053	0.09164228919334268	0.0076846964703029515	0.03205038529929583	0.0797882634080229	0.1815932182807811	0.17398604716336075	0.026630767830039755	0.0	0.8730849958402606	0.6932095067797751	tcgakirc	tpm	corrected	tpm_corrected	37	37	cut1
37	37	0.0	3.715277043903024e-05	0.0	0.06108706895254675	0.06189438201030481	0.0	0.08536981821183318	0.0	0.048729652278009385	0.12703684540661514	0.31230762767930725	0.19835150567631765	0.10518594701462676	0.01	0.5484224315997274	0.9571659617915144	tcgakirc	tpm	corrected	tpm_corrected	38	38	cut1
38	38	0.0	0.1408078066502345	0.1751306554248706	0.0933496336013752	0.0618423083884657	0.0	0.09498395084287654	0.0	0.1242839355327917	0.14463150796769916	0.1387272484165915	0.026242953175095108	0.0	0.0	0.9289101198056494	0.5523680803352631	tcgakirc	tpm	corrected	tpm_corrected	39	39	cut1
39	39	0.0	0.0	0.023159520607140285	0.025071068430091714	0.0	0.15883615664258266	0.15336316573637174	0.0426262277565066	0.1409269064459535	0.22838562210490435	0.04652020264136411	0.0	0.18111112963508508	0.04	0.3350716611684158	0.9692916210788513	tcgakirc	tpm	corrected	tpm_corrected	40	1	cut2
40	40	0.0018806013733849497	0.0	0.0	0.027427621089089662	0.0	0.2320880829461193	0.1634858347328747	0.022088305253803557	0.18622272396916306	0.2179356564180801	0.0	0.0	0.14887117421748464	0.0	0.7173537320153679	0.9484570776225556	tcgakirc	tpm	corrected	tpm_corrected	41	2	cut2
41	41	0.0197448628709609	0.0205011248745072	0.0	0.09046595952313943	0.07538845815301383	0.3107316728153438	0.0978480973077864	0.0391505835971708	0.12352756753093648	0.08146579049760454	0.03555852929993341	0.0	0.10561735352960328	0.0	0.7312970510468126	0.9255880283435144	tcgakirc	tpm	corrected	tpm_corrected	42	3	cut2
42	42	0.0	0.008413191338460085	0.032033531525292966	0.0	0.04812811317880457	0.1301486687703683	0.12394593813120172	0.010855782517795015	0.09807802120702118	0.13174304685398028	0.054309744521352205	0.08807516783913504	0.2742687941165887	0.01	0.4757798596714713	0.9450721774414264	tcgakirc	tpm	corrected	tpm_corrected	43	4	cut2
43	43	0.01948154478026589	0.1215908496765374	0.0	0.13820491991248154	0.017168091302391452	0.16967049000020365	0.1283391074246004	0.13211319930693635	0.11312634074746025	0.045405761792230055	0.040775055781088525	0.015854215821798766	0.058270423454005724	0.0	0.6570800614010661	0.911619502601146	tcgakirc	tpm	corrected	tpm_corrected	44	5	cut2
44	44	0.15096295931720385	0.059371572764574776	0.24659914585503476	0.2194248241797486	0.09501290002970887	0.0	0.01288721887406552	4.3896489625871254e-05	0.0	0.006244320814128904	0.1952457449318193	0.014207416744089575	0.0	0.0	0.9960916602354394	0.11675784302160633	tcgakirc	tpm	corrected	tpm_corrected	45	6	cut2
45	45	0.01479330422878353	0.0024012097288548862	0.0	0.0	0.05683495305608484	0.17082280209518094	0.09852759639268673	0.14969082170687958	0.1117956106483824	0.18378024687191868	0.0	0.0	0.21135345527122834	0.02	0.4393144438514673	0.963543320901229	tcgakirc	tpm	corrected	tpm_corrected	46	7	cut2
46	46	0.14905758454311155	0.1961580787126875	0.2189830899617967	0.17957558137589666	0.10687181144061116	0.0	0.0	0.0999551863749096	0.0	0.0	0.049398667590986815	0.0	0.0	0.0	0.9946245189195806	0.13500868541535832	tcgakirc	tpm	corrected	tpm_corrected	47	8	cut2
