	Column	B_CD5	B_Memory	B_Naive	CD4_Central_Memory	CD4_Effector_Memory	CD4_Naive	CD4_Th1	CD4_Th17	CD4_Th2	CD4_Treg	CD8_Central_Memory	CD8_Effector	CD8_Naive	P-value	Pearson Correlation	RMSE	cohort	metric	processing	data_col	cohort_sample_id	incut_sample_id	cutname
17	17	0.0	0.1203964000265552	0.4633939274033748	0.15422362938925593	0.0	0.0488829078604698	0.0	0.0	0.03193253900817485	0.0	0.0	0.18117059631216956	0.0	0.0	0.6092149417593925	0.8341504411276072	tcgakirc	tpm	raw	tpm	18	18	cut1
18	18	0.0	0.02710949622810603	0.2801180165266129	0.14986855509447733	0.0	0.12231910611673308	0.0	0.0	0.0	0.0	0.0	0.4205848260340706	0.0	0.14	0.15636467274721194	1.0976239240161425	tcgakirc	tpm	raw	tpm	19	19	cut1
19	19	0.0	0.34196020589461856	0.4377019700650484	0.05431765507307925	0.0	0.07008251067605188	0.0	0.009452470475906518	0.0	0.020457665230967103	0.0	0.06602752258432831	0.0	0.04	0.4008367290577781	1.1730897425935705	tcgakirc	tpm	raw	tpm	20	20	cut1
20	20	0.0	0.1853071592994744	0.4645495407435581	0.08669160851319711	0.0	0.12116701991718415	0.014865131526306313	0.0	0.0	0.0	0.0	0.12741954000028002	0.0	0.05	0.340353210222284	1.121776721647231	tcgakirc	tpm	raw	tpm	21	21	cut1
21	21	0.0	0.15645660749571652	0.5717778286496211	0.0	0.0	0.006284420349073423	0.1554533461278015	0.0	0.02862222311419995	0.0	0.0	0.08140557426358748	0.0	0.0	0.6185158026099952	0.9032009434082832	tcgakirc	tpm	raw	tpm	22	22	cut1
22	22	0.007894578557420933	0.0	0.0	0.0	0.0	0.0	0.9015823253929528	0.0	0.06971139092879833	0.0	0.02081170512082809	0.0	0.0	0.6	-0.027049355579231226	1.168920794621313	tcgakirc	tpm	raw	tpm	23	23	cut1
23	23	0.0	0.2377073238210803	0.4385154534311936	0.07704211347444581	0.0	0.0861218871517969	0.0	0.0	0.0	0.014529630278057731	0.0	0.14608359184342568	0.0	0.0	0.5724926379351899	0.9194170004305604	tcgakirc	tpm	raw	tpm	24	24	cut1
24	24	0.0	0.08723901539250734	0.5833992414342799	0.07100684927719629	0.0	0.0	0.12300793133621085	0.0	0.017498474127553332	0.0	0.0	0.11784848843225235	0.0	0.18	0.09649539309768686	1.334013800124	tcgakirc	tpm	raw	tpm	25	25	cut1
25	25	0.0	0.1420215176607358	0.5263726350527003	0.12790850528064932	0.0	0.0	0.12449823404870905	0.0	0.019121257025011617	0.0	0.0	0.017887593796090843	0.04219025713610314	0.0	0.5468979684808937	0.94103564990783	tcgakirc	tpm	raw	tpm	26	26	cut1
26	26	0.0	0.09488340278597512	0.3321805894010681	0.13497304821159742	0.038016538337755285	0.1092908543452203	0.0	0.0	0.0	0.0	0.0	0.2906555669183836	0.0	0.04	0.3888410404125009	0.9730842233846267	tcgakirc	tpm	raw	tpm	27	27	cut1
27	27	0.0	0.10437482845239944	0.6490049184135046	0.07431816406987488	0.0	0.05064861110256992	0.0	0.0	0.018338205508404697	0.0	0.0	0.1033152724532464	0.0	0.0	0.6055389094223617	0.939750069187848	tcgakirc	tpm	raw	tpm	28	28	cut1
28	28	0.0	0.26475304442855097	0.3125591373034869	0.004088960863886287	0.001787921837760728	0.06439782536382617	0.0	0.0	0.05511909483509645	0.0038163782481751007	0.0	0.2623649349339974	0.031112702185220067	0.03	0.4681580230679814	0.9691182977387336	tcgakirc	tpm	raw	tpm	29	29	cut1
29	29	0.0	0.2677325674129928	0.3260260580490751	0.10508662556961247	0.0	0.1083227367956704	0.0	0.0	0.0	0.0	0.0	0.19283201217264928	0.0	0.0	0.6015010318158586	0.8463701309092759	tcgakirc	tpm	raw	tpm	30	30	cut1
30	30	0.0	0.025351919837136874	0.4342700007706984	0.0	0.0	0.0365758170067409	0.3401764348748781	0.0	0.0	0.030693493351778636	0.0851575399806999	0.04777479417806705	0.0	0.01	0.5107969802703551	0.8822900154860971	tcgakirc	tpm	raw	tpm	31	31	cut1
31	31	0.0	0.19560672944485108	0.5715882293255602	0.08509816917770666	0.0	0.047363119092792116	0.0	0.0	0.02581444402588123	0.0	0.0	0.07452930893320879	0.0	0.0	0.5664527863366872	0.9917474031444954	tcgakirc	tpm	raw	tpm	32	32	cut1
32	32	0.0	0.33387575530470953	0.2348280315722297	0.10933184172288926	0.0	0.08905850856809729	0.0	0.0	0.0	0.0	0.0	0.2329058628320743	0.0	0.05	0.35246088676085185	1.0614844894255426	tcgakirc	tpm	raw	tpm	33	33	cut1
33	33	0.0	0.453910998360899	0.17680171155955268	0.09947154093151143	0.0	0.10941201734343947	0.0	0.0016243473462051706	0.0017803115355493593	0.0	0.0	0.15699907292284285	0.0	0.0	0.5791813745131029	0.8925135939427307	tcgakirc	tpm	raw	tpm	34	34	cut1
34	34	0.0	0.17285497194592886	0.33697787152611824	0.0	0.0	0.04931004668029766	0.03010746552836696	0.0	0.04449152980504676	0.030799402201171267	0.0	0.2954099990096136	0.04004871330345668	0.04	0.373832600618746	1.014471170498981	tcgakirc	tpm	raw	tpm	35	35	cut1
35	35	0.0	0.3708365728856057	0.2622566363109272	0.08801598785826423	0.041448168037580266	0.04526226309417722	0.0	0.0	0.01981973847588027	0.0	0.0	0.17236063333756524	0.0	0.0	0.6069992692966061	0.8610809411540673	tcgakirc	tpm	raw	tpm	36	36	cut1
36	36	0.0	0.0603072841511405	0.5044279330417184	0.06319213683113688	0.0	0.023041929091155502	0.0	0.0	0.0382134651737128	0.036007946973992865	0.0	0.27480930473714305	0.0	0.0	0.6047508273921524	0.8358083602985598	tcgakirc	tpm	raw	tpm	37	37	cut1
37	37	0.0	0.08932745766312647	0.22234769596932366	0.04011276214486602	0.0	0.007248238230314691	0.14212299244002036	0.0	0.09911042235236632	0.0056749238259511565	0.0	0.2172321037721496	0.17682340360188176	0.06	0.3117017470307617	0.9861764843326584	tcgakirc	tpm	raw	tpm	38	38	cut1
38	38	0.0	0.2855173434877005	0.3497768703635367	0.026986342583578196	0.0	0.07136984037354686	0.0	0.0	0.052034556763484716	0.029291431650935625	0.0	0.18502361477721746	0.0	0.05	0.3407224648638712	1.1113560904002748	tcgakirc	tpm	raw	tpm	39	39	cut1
39	39	0.0	0.011980238882117729	0.3548698722933445	0.06226468576028355	0.0	0.0	0.3979869178763294	0.0	0.024295181613206124	0.0	0.0	0.14860310357471865	0.0	0.12	0.1749959887985344	1.0812927087906752	tcgakirc	tpm	raw	tpm	40	1	cut2
40	40	0.0	0.07427912400862925	0.4352920152448952	0.0	0.0	0.0	0.3905783908515765	0.0	0.039650663265206026	0.0	0.0	0.027112552920913573	0.03308725370877952	0.0	0.5298001777032249	0.8804165114456067	tcgakirc	tpm	raw	tpm	41	2	cut2
41	41	0.0	0.2395419843866743	0.32552345468426896	0.13644597313585574	0.0	0.127105784820391	0.0	0.0	0.02495386137518328	0.0	0.0	0.1464289415976268	0.0	0.0	0.5504824717862896	0.8839746845036863	tcgakirc	tpm	raw	tpm	42	3	cut2
42	42	0.0	0.12611978480876124	0.4628580435224427	0.10601374768000997	0.0	0.05239560895549143	0.0	0.0	0.03832738067039732	0.0	0.0	0.20009303334640746	0.0141924010164899	0.03	0.4846469122932393	0.9580669362367972	tcgakirc	tpm	raw	tpm	43	4	cut2
43	43	0.0	0.39287567229603465	0.2360303801115864	0.1169310102773811	0.0	0.11130181677279516	0.0	0.012135292444629442	0.0	0.0	0.0	0.13072582809757324	0.0	0.0	0.6284015334316385	0.8352894022811616	tcgakirc	tpm	raw	tpm	44	5	cut2
44	44	0.0	0.3207753295537914	0.13118638504372154	0.06984980890736918	0.02707844317001	0.17707893664174662	0.0	0.01936532085752926	0.0	0.014651445523434385	0.0	0.24001433030239755	0.0	0.05	0.3410713817396625	1.016918234291318	tcgakirc	tpm	raw	tpm	45	6	cut2
45	45	0.0	0.16475171607179165	0.4296927399071099	0.0831275343437092	0.0	0.13931664457478052	0.0	0.012390618542225385	0.0	0.0	0.0	0.17072074656038327	0.0	0.06	0.31215661508375325	1.1074119698097653	tcgakirc	tpm	raw	tpm	46	7	cut2
46	46	0.0	0.4102126886344543	0.3128009866815931	0.05265005220089505	0.0	0.07374347110841037	0.0	0.0	0.0	0.0	0.0	0.15059280137464714	0.0	0.0	0.5855553306017107	0.939620682195945	tcgakirc	tpm	raw	tpm	47	8	cut2
47	47	0.0	0.3887852672982877	0.17347810119946125	0.113994152921301	0.0	0.0802779503449766	0.0	0.0	0.000203112378148968	0.0	0.0	0.2432614158578245	0.0	0.0	0.5782283554416421	0.8613119988774258	tcgakirc	tpm	raw	tpm	48	9	cut2
48	48	0.0	0.18278860105494416	0.380645305923556	0.20505628251215527	0.0	0.08306762215455435	0.0	0.0	0.02398110946472056	0.0	0.0	0.12446107889006958	0.0	0.01	0.5033424810854796	0.9260066969447136	tcgakirc	tpm	raw	tpm	49	10	cut2
49	49	0.0	0.25316409968139425	0.3435860459288105	0.1996891757694101	0.0	0.05590587584610892	0.0	0.0	0.03487004883893064	0.0	0.0	0.11278475393534565	0.0	0.0	0.5843201616263898	0.8632369948636661	tcgakirc	tpm	raw	tpm	50	11	cut2
50	50	0.0	0.2770383845536138	0.5011802258528876	0.08699794809813584	0.0	0.04418023124689716	0.002621188728057887	0.0	0.010901998059214614	0.0	0.0	0.07708002346119308	0.0	0.0	0.5355488185577499	1.0337157369201095	tcgakirc	tpm	raw	tpm	51	12	cut2
51	51	0.0	0.2858249806361243	0.4088382897199524	0.07896612213737024	0.0	0.05406277334181857	0.01849479874757947	0.0	0.03245130640465938	0.0	0.0	0.12136172901249567	0.0	0.0	0.5680836309864498	0.9355967755766922	tcgakirc	tpm	raw	tpm	52	13	cut2
52	52	0.0	0.2282357699523005	0.4738684549639596	0.08162810848276553	0.0	0.07660102133548476	0.0	0.0	0.0028171541857842553	0.0	0.0	0.13684949107970534	0.0	0.0	0.5783412335772593	0.9299524229558708	tcgakirc	tpm	raw	tpm	53	14	cut2
53	53	0.0	0.3686910240917364	0.2662638882750067	0.05886032291532324	0.0	0.12143554925521954	0.0	0.0	0.0	0.0	0.0	0.1847492154627141	0.0	0.05	0.3493209996001085	1.106764886874524	tcgakirc	tpm	raw	tpm	54	15	cut2
54	54	0.0	0.1834630942024712	0.3102031286671318	0.07667631699087618	0.0	0.06321397425229579	0.0	0.0	0.0358028623026532	0.02101788713277719	0.0	0.3096227364517947	0.0	0.0	0.5315048998661959	0.8795135999186996	tcgakirc	tpm	raw	tpm	55	16	cut2
55	55	0.0	0.2925202679943052	0.29892490969859786	0.034358148401942866	0.0	0.06485368255633754	0.0	0.005435467785950208	0.0425887301076653	0.0	0.0	0.26131879345520104	0.0	0.0	0.5746418058894411	0.8755614282859033	tcgakirc	tpm	raw	tpm	56	17	cut2
56	56	0.0	0.2104888532954443	0.3629008363770057	0.0	0.0	0.0	0.17587953875006318	0.0	0.016165778274016038	0.0	0.0	0.23456499330347075	0.0	0.0	0.5646895090981459	0.8744424792924254	tcgakirc	tpm	raw	tpm	57	18	cut2
57	57	0.0	0.32798650178579225	0.4004986913665255	0.08637770253296674	0.0	0.08930812702918796	0.0	0.008181230817806926	0.0	0.0	0.0	0.0876477464677205	0.0	0.0	0.6332473132525113	0.8851679099500039	tcgakirc	tpm	raw	tpm	58	19	cut2
58	58	0.0	0.2371305477601504	0.4466606093755099	0.08033354026293774	0.0	0.0948876647596726	0.0	0.0	0.0	0.0	0.0	0.14098763784172946	0.0	0.0	0.6348854754143655	0.8546136894204855	tcgakirc	tpm	raw	tpm	59	20	cut2
59	59	0.0	0.22043662537091985	0.33079279912683623	0.09731489753912717	0.0	0.1024168363466916	0.0	0.0	0.009518157461322604	0.007212884889125508	0.0	0.2323077992659772	0.0	0.0	0.565855729984765	0.8653472449477386	tcgakirc	tpm	raw	tpm	60	21	cut2
60	60	0.0	0.2073459198265664	0.3580193744968645	0.08273465150776901	0.0	0.13928394158958765	0.0	0.0	0.0	0.0	0.0	0.2126161125792124	0.0	0.32	0.04665128446274519	1.2784429484900348	tcgakirc	tpm	raw	tpm	61	22	cut2
61	61	0.0	0.2612463190696637	0.31830529911514305	0.06807179785221976	0.0	0.08065530816239831	0.0	0.0	0.017254758481247585	0.0073748402866509796	0.0	0.2470916770326766	0.0	0.0	0.5845508677914678	0.8591302054938919	tcgakirc	tpm	raw	tpm	62	23	cut2
62	62	0.0	0.26109349430932394	0.2794801569511742	0.061951765455837436	0.0	0.04840491067697533	0.0	0.0	0.05689994807256505	0.0	0.0	0.2120454562267603	0.08012426830736381	0.0	0.5764342711514951	0.8506173502952672	tcgakirc	tpm	raw	tpm	63	24	cut2
63	63	0.0	0.2144380649405441	0.4050177889005446	0.1152353762630053	0.0	0.0694022602324926	0.0	0.0	0.0031476291237634646	0.0	0.0	0.14878184935766275	0.0439770311819872	0.0	0.6115701692680212	0.8456224495302925	tcgakirc	tpm	raw	tpm	64	25	cut2
64	64	0.0	0.04125228305744695	0.40013157460248455	0.25514755481379825	0.0	0.0701808202215225	0.0	0.0	0.032336761447146575	0.0	0.0	0.20095100585760126	0.0	0.14	0.15991765889969745	1.1281990658890333	tcgakirc	tpm	raw	tpm	65	26	cut2
65	65	0.0	0.24757696630327555	0.30175568873746755	0.12820463359935014	0.0	0.07911942545999852	0.0	0.0	0.013056330113383778	0.0	0.0	0.2302869557865245	0.0	0.0	0.5342483842368689	0.8940024553000717	tcgakirc	tpm	raw	tpm	66	27	cut2
66	66	0.0	0.2071625974043401	0.4861610681918675	0.16565742344534634	0.009252171802834556	0.057881328094434276	0.0	0.0	0.002739004262809137	0.0	0.0	0.07114640679836808	0.0	0.03	0.4534273623694909	1.0509398434252268	tcgakirc	tpm	raw	tpm	67	28	cut2
67	67	0.0	0.23295179724253076	0.3434285763570073	0.16328972683166698	0.0	0.097226964083237	0.0	0.0	0.02063634635893915	0.0	0.0	0.14246658912661886	0.0	0.0	0.5747567295559516	0.8646225076379472	tcgakirc	tpm	raw	tpm	68	29	cut2
68	68	0.0	0.23549247824249225	0.5313314214731641	0.08209633984389329	0.0	0.027677208927957032	0.03219144917895685	0.0	0.03534991243546563	0.0	0.0	0.0558611898980708	0.0	0.0	0.5941626600549492	0.9589222454950022	tcgakirc	tpm	raw	tpm	69	30	cut2
69	69	0.0	0.3375399478938861	0.3198468763076876	0.11497539944503643	0.0	0.06037931451765901	0.0	0.0	0.012535313135601292	0.0	0.0	0.15472314870012954	0.0	0.0	0.613231672919384	0.8648456255346029	tcgakirc	tpm	raw	tpm	70	31	cut2
70	70	0.0	0.3123615038576705	0.5554839274545121	0.0175376032015216	0.020704048752156232	0.0	0.05626195547913439	0.0	0.025773255463798998	0.0021671605515832574	0.00971054523962273	0.0	0.0	0.1	0.21604596326698144	1.4315865692664511	tcgakirc	tpm	raw	tpm	71	32	cut2
71	71	0.0	0.2862324677799445	0.4080683683365545	0.0	0.0	0.0	0.22541575506592776	0.0	0.03163375482116934	0.0	0.0	0.048649653996403766	0.0	0.06	0.29970531221933755	1.189175403970325	tcgakirc	tpm	raw	tpm	72	33	cut2
72	72	0.0	0.15567526819220562	0.3608873818791196	0.1876383435367636	0.0	0.08563519096201687	0.014825205541065213	0.0	0.026459106333037104	0.0	0.0	0.16887950355579193	0.0	0.04	0.3699073991861062	1.0156429339845892	tcgakirc	tpm	raw	tpm	73	34	cut2
73	73	0.0	0.2895306601426804	0.5518870969325181	0.033605185390886604	0.0	0.02889825156198185	0.0	0.0	0.014240521282589343	0.0	0.0	0.08183828468934361	0.0	0.0	0.5977719823862572	1.0185508039955276	tcgakirc	tpm	raw	tpm	74	35	cut2
74	74	0.0	0.15883681367309804	0.4122819386662537	0.13683120321450548	0.0	0.04176272871862232	0.04789837031686054	0.0	0.037578688331060164	0.0	0.0	0.16481025707959976	0.0	0.03	0.4173783681528577	1.0050325102950128	tcgakirc	tpm	raw	tpm	75	36	cut2
75	75	0.0	0.3393276693683753	0.2777673964906236	0.12250209795289704	0.0	0.07632064917693496	0.0	0.0	0.012414532554844171	0.0	0.0	0.17166765445632504	0.0	0.0	0.5532460035595285	0.9070089411656764	tcgakirc	tpm	raw	tpm	76	37	cut2
76	76	0.0	0.0	0.3968254791183232	0.21307284748622288	0.0	0.16620173840218475	0.0	0.0	0.01704580407254686	0.0	0.0	0.20685413092072227	0.0	0.1	0.21119697259274134	1.0814204843941968	tcgakirc	tpm	raw	tpm	77	38	cut2
77	77	0.0	0.1964359854835902	0.3956449548980885	0.20687539912880631	0.0	0.0624875997325268	0.0	0.0	0.012806219067975915	0.0	0.0	0.12574984168901218	0.0	0.03	0.487432524307982	0.9542975605141208	tcgakirc	tpm	raw	tpm	78	39	cut2
78	78	0.0	0.0	0.605322832020727	0.07580662293528483	0.0	0.01842743476410966	0.2230750726885292	0.0	0.05394977522750211	0.0	0.0	0.0234182623638472	0.0	0.05	0.3370207991666129	1.1006555190985363	tcgakirc	tpm	raw	tpm	79	40	cut2
0	0	0.05186556003618061	0.0	0.0	0.29780367901879445	0.20467819534145465	0.0	0.3065476906796187	0.0	0.0	0.07389488769424081	0.0	0.0	0.0652099872297108	0.01	0.4776702494585551	0.8951091598356907	tcgakirc	counts	corrected	counts_corrected	1	1	cut1
1	1	0.0	0.0719726797865789	0.2280530766290895	0.3710796705426939	0.19778389471782246	0.03288050595043438	0.0	0.0	0.05576235676742634	0.0	0.0	0.0	0.04246781560595457	0.0	0.7444829276914627	0.6817399864257877	tcgakirc	counts	corrected	counts_corrected	2	2	cut1
2	2	0.05889859649945407	0.10546959645451558	0.0485124215330969	0.08829809417210821	0.32288593063613	0.0	0.0	0.17997990553706025	0.0	0.12134614500372835	0.0	0.07460931016390669	0.0	0.0	0.8195690486373588	0.6721001166196592	tcgakirc	counts	corrected	counts_corrected	3	3	cut1
3	3	0.05463408418732168	0.0137308231238867	0.0	0.0	0.21500476170419988	0.12566485643092906	0.32873762572176823	0.05520714247390273	0.1760270849728571	0.009990892969227092	0.0210027284159076	0.0	0.0	0.0	0.6134486980002906	0.8428666585571613	tcgakirc	counts	corrected	counts_corrected	4	4	cut1
4	4	0.16759476698149542	0.03489332064929389	0.062495464819147264	0.0	0.0	0.09539760791599347	0.2208036025200801	0.06583638754045415	0.1680881888320688	0.1166249929000394	0.01260641155174785	0.01913908484365696	0.03652017144602274	0.0	0.7328593913510598	0.7100665433935484	tcgakirc	counts	corrected	counts_corrected	5	5	cut1
5	5	0.014004007811023744	0.0003987891924558453	0.0	0.0	0.27997168554435325	0.09185158086210488	0.33871386698662564	0.0	0.2149204885742208	0.0	0.0	0.0	0.06013958102921585	0.0	0.8132725855633601	0.7743322626525434	tcgakirc	counts	corrected	counts_corrected	6	6	cut1
6	6	0.06969548056439255	0.025713566774017326	0.14959817843540554	0.21781565789056964	0.2126369187223469	0.07650337354708922	0.0	0.0	0.13299430504073387	0.07923897576717304	0.03580354325827182	0.0	0.0	0.0	0.8298473765536831	0.6426750537083279	tcgakirc	counts	corrected	counts_corrected	7	7	cut1
7	7	0.11363938175128528	0.03097166350368298	0.0	0.27487859656370306	0.16969506488137714	0.3393000865497694	0.0	0.0	0.0	0.0	0.07151520675018216	0.0	0.0	0.0	0.5688386796212431	0.8379193677979692	tcgakirc	counts	corrected	counts_corrected	8	8	cut1
8	8	0.09948338262843226	0.05216014327622058	0.0	0.009292798048711026	0.06911724088289861	0.0	0.30293786333531303	0.0	0.2328507232314313	0.15086010636102054	0.08329774223597264	0.0	0.0	0.31	0.08256780427389131	1.0321854581675212	tcgakirc	counts	corrected	counts_corrected	9	9	cut1
9	9	0.22040744554340566	0.08845122253785298	0.03080806121540472	0.0	0.4867837990225724	0.043384120926221036	0.01323277969351982	0.03015606527997798	0.06662754740975654	0.010083485004107459	0.0	0.0	0.010065473367181449	0.0	0.7585295778911919	0.6638141318297631	tcgakirc	counts	corrected	counts_corrected	10	10	cut1
10	10	0.0	0.008439264233867134	0.021298320379337817	0.0	0.0	0.04617675757454103	0.2293698087856902	0.005960659883163401	0.0350363152103416	0.191713223577018	0.17800497474074464	0.20287740748364155	0.08112326813165477	0.0	0.5540708390248932	0.8597988454951244	tcgakirc	counts	corrected	counts_corrected	11	11	cut1
11	11	0.05605362286497069	0.08076272625393446	0.15575295513737636	0.1935562192323758	0.0	0.0	0.060819907186554174	0.187762333792149	0.05725572093456339	0.048744074220224115	0.0	0.06511201836277401	0.09418042201507794	0.0	0.8458138159572876	0.5984765258687444	tcgakirc	counts	corrected	counts_corrected	12	12	cut1
12	12	0.07377733317236003	0.005865442958210093	0.0	0.1177041424626022	0.0	0.0	0.2778245752197924	0.0	0.25007872926463803	0.05921463881514408	0.0	0.02460066506163029	0.19093447304562292	0.01	0.46254380535934	0.9020557521445882	tcgakirc	counts	corrected	counts_corrected	13	13	cut1
13	13	0.0	0.02741523892401871	0.14926199784077968	0.0069708997116441716	0.007157510489037148	0.0	0.4658874140739909	0.0	0.02373269376886985	0.20414883694461472	0.1154254082470448	0.0	0.0	0.0	0.8015955648660872	0.7078750602689221	tcgakirc	counts	corrected	counts_corrected	14	14	cut1
14	14	0.16564007467050804	0.058415064358519585	0.0	0.20868827305401724	0.04735508742095771	0.0401951715690987	0.2514095737934348	0.0	0.15541556805427026	0.04447022971558147	0.0	0.0	0.028410957363612106	0.0	0.8293289606911516	0.672558059454872	tcgakirc	counts	corrected	counts_corrected	15	15	cut1
15	15	0.18193406497538114	0.040792168800856704	0.0	0.0	0.08173940550818612	0.0	0.2108538529177025	0.19805058130972727	0.16881970795739298	0.07970240133670903	0.0	0.0	0.03810781719404417	0.0	0.7818831262389608	0.7034637977098158	tcgakirc	counts	corrected	counts_corrected	16	16	cut1
16	16	0.05795498798286655	0.013302402502535886	0.0	0.0	0.2840192308185013	0.0	0.40672229744814253	0.13375277994358548	0.09090169646265124	0.0	0.0	0.0	0.013346604841716918	0.02	0.3856051603368603	0.9244342542476862	tcgakirc	counts	corrected	counts_corrected	17	17	cut1
17	17	0.048676030528957435	0.021323141924280038	0.0	0.013702103027574821	0.3056548394702732	0.32834501350033496	0.19965792057319198	0.0	0.0	0.06904552545836885	0.0	0.013595425517018651	0.0	0.0	0.7184765339422999	0.7851255601427041	tcgakirc	counts	corrected	counts_corrected	18	18	cut1
18	18	0.019205668173041236	0.0063379573710515	0.0	0.0	0.20871450548200665	0.11745629039398744	0.10516495038158738	0.1760076828616992	0.2641035708722165	0.05396081199449844	0.0	0.0	0.04904856246991155	0.0	0.5292724164138662	0.8779303340775026	tcgakirc	counts	corrected	counts_corrected	19	19	cut1
19	19	0.030825627337868318	0.010758315776876515	0.0	0.35042692680364035	0.0	0.0	0.31129240358423504	0.0	0.043741877197316544	0.13966879179195155	0.11328605750811163	0.0	0.0	0.0	0.5972032545155067	0.8569927405095353	tcgakirc	counts	corrected	counts_corrected	20	20	cut1
20	20	0.11503826888372765	0.015489426500088822	0.0	0.03407580174496163	0.20390173511809068	0.0	0.4577835407518677	0.0	0.0	0.1064184118274788	0.015865524390760024	0.0	0.051427290783024736	0.07	0.2397238357244455	0.9756798705594886	tcgakirc	counts	corrected	counts_corrected	21	21	cut1
21	21	0.05060357433968178	0.039382181946144935	0.0	0.0	0.0	0.0	0.5653834660846321	0.0488109410652653	0.14823047656553975	0.08081582832675281	0.057635977900951776	0.0	0.0091375537710315	0.0	0.6161862991259504	0.8423645244959962	tcgakirc	counts	corrected	counts_corrected	22	22	cut1
22	22	0.045288768210464236	0.0020201224479846	0.0	0.06618814683056025	0.16391714244629796	0.0	0.5526299474845242	0.0	0.01116542826013544	0.05536872782737418	0.07075864737068317	0.0	0.032663069121975856	0.07	0.2303193074533185	0.9763941665048048	tcgakirc	counts	corrected	counts_corrected	23	23	cut1
23	23	0.0	0.07442749516250545	0.09359749147990594	0.13569870875947426	0.021091706019232163	0.0	0.2659853332163253	0.0051524283158302115	0.0	0.2481738343089999	0.0	0.030483240700893494	0.12538976203683327	0.0	0.8502379417580272	0.6883437215770463	tcgakirc	counts	corrected	counts_corrected	24	24	cut1
24	24	0.05914011626778341	0.009838803865730621	0.0	0.0	0.0	0.0	0.3170632858819173	0.2585907225004633	0.20323733013251905	0.09494779710816988	0.057181944243416424	0.0	0.0	0.0	0.5736013822898556	0.8605564560532808	tcgakirc	counts	corrected	counts_corrected	25	25	cut1
25	25	0.006698298403352548	0.002003626046734866	0.0	0.015021956186355446	0.0	0.0	0.6931286197984332	0.0	0.14337970131865022	0.0	0.05941853907501656	0.0	0.0803492591714572	0.0	0.7656934203076172	0.8013853594521975	tcgakirc	counts	corrected	counts_corrected	26	26	cut1
26	26	0.03148381924487492	0.009473681901981392	0.0	0.0	0.2996193361393061	0.14720916581511798	0.2540699696901628	0.01374589748588872	0.1514576522090072	0.017995526143581585	0.0	0.018841028587168143	0.0561039227829112	0.0	0.6407572590084434	0.8335555168584998	tcgakirc	counts	corrected	counts_corrected	27	27	cut1
27	27	0.13269025561910686	0.062469057868638336	0.0	0.0	0.21744163815652412	0.0	0.2643707088260375	0.1235274415456804	0.1938537149072901	0.0009025726659649673	0.002878484886945777	0.0	0.0018661255238119922	0.0	0.7441463039466482	0.7413755990312177	tcgakirc	counts	corrected	counts_corrected	28	28	cut1
28	28	0.017467492594596932	0.00369272552154924	0.0	0.0	0.0	0.0	0.4530738345209788	0.0	0.10606892381646353	0.16571735089468576	0.0896071509779553	0.11295061173299248	0.05142190994077788	0.0	0.6334964587892958	0.8445555688434339	tcgakirc	counts	corrected	counts_corrected	29	29	cut1
29	29	0.22433320560269296	0.07038768088059727	0.0	0.13719393219721002	0.14890139781173814	0.05698588312949656	0.15913569887119225	0.007996107578225945	0.08166657948728621	0.04830242472326912	0.0	0.017576958068873688	0.04752013164941776	0.0	0.7732023230555995	0.6705113985999318	tcgakirc	counts	corrected	counts_corrected	30	30	cut1
30	30	0.019570602471747425	0.0	0.0	0.08487433929813258	0.0	0.06685919779257778	0.3295189166946125	0.0	0.010372985250134376	0.2930957904961994	0.18606268188176875	0.009645486114827205	0.0	0.0	0.6775413958210971	0.8253477779993482	tcgakirc	counts	corrected	counts_corrected	31	31	cut1
31	31	0.08112226743105626	0.09252261241563192	0.0	0.0	0.05282150620920968	0.12738927528945593	0.17462035752711633	0.10484391234589437	0.276444702576692	0.0296975963238622	0.0	0.0	0.06053776988108121	0.0	0.7231718293347672	0.7602740747992716	tcgakirc	counts	corrected	counts_corrected	32	32	cut1
32	32	0.01766106228338726	0.01100115835644586	0.0	0.0	0.1329703179798121	0.098203159370297	0.36521208613458617	0.08576904671748457	0.2546531093720716	0.0	0.0	0.0	0.034530059785915564	0.0	0.6153509950449662	0.8488430210582029	tcgakirc	counts	corrected	counts_corrected	33	33	cut1
33	33	0.2431526822890516	0.14771325586030953	0.0	0.0	0.01983493189187695	0.12113226427878696	0.0	0.29734302522584405	0.10639806152002022	0.0	0.0	0.06442577893411075	0.0	0.0	0.7271605791166027	0.6869024632443731	tcgakirc	counts	corrected	counts_corrected	34	34	cut1
34	34	0.0	0.0038792719408164335	0.0	0.05147843483923115	0.0	0.0	0.3507495042147684	0.0	0.013617165975088141	0.09586880116823668	0.19783265668302824	0.13636375869569406	0.15021040648313688	0.0	0.8065148735546998	0.7606012384722084	tcgakirc	counts	corrected	counts_corrected	35	35	cut1
35	35	0.07673617021038932	0.0235030301535043	0.0	0.2519980359999526	0.3174972562331573	0.16979752458166655	0.12422901818911655	0.0	0.03623896463221329	0.0	0.0	0.0	0.0	0.0	0.522775642618276	0.8691695982891907	tcgakirc	counts	corrected	counts_corrected	36	36	cut1
